Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R221,1.5,1.43,1.38,1.49,1.38,1.37,1.43,1.5,1.38,120.74,119.19,122.08,119.82,119.77,124.08,118.65,113.56,118.81,122.25,1.61,178.35,177.92,2.41,175.38,0.82,68.68,2.87,2.7,2.42,2.34,172.16,51.13,28.79,223.7,232.36,34.82,63.14,60.11,48.76,174.17,-0.72,-0.06,0.36,-0.81,-0.81,0.36,-0.09,-0.09,-0.05,-0.71,-0.25,-0.01,1321.93,1274.73,1278.2,1193.69,1193.69,15.69,234.25,277.63,57.46,57.46,3,1.5,2.03,7.48,1.52,6.53,7.48,1.52,6.53,3,1.5,2.03,658.69,716.58,6.23,1.7,682.74,0.9,0.07,0.06,0.05,1.34,84.04,38.68,-0.48,0.15,-0.27,0.01,1736.36,157.22,203.2,182.46,23.73,1.31,161.2,4.14,1.7,0.65,0.54,67.2
R254,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.88,117.11,123.8,119.18,119.18,119.02,119.08,117.14,120.61,129.88,0.64,179.65,177.65,0.15,178.16,1.59,53.39,2.82,2.81,2.4,2.4,47.7,48.02,41.42,185.31,179.51,40.05,61.19,61.03,48.38,47.11,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.07,-0.07,-0.08,-0.04,-0.26,-0.03,1504.11,1249.78,1249.78,1353.49,1353.49,29.82,88.42,88.42,10.15,10.15,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,655.26,693.34,51.19,1.73,700.73,3.97,0.07,0.04,0.03,1.34,57.42,52.86,-0.25,-0.02,-0.23,0.03,1743.45,134.31,274.81,256.6,22.19,1.41,233.31,2.56,0.69,0.35,0.25,68
R258,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,17.8,-118.59,0.33,-0.47,-0.26,-0.02,1769.39,301.7,287.51,277.3,5.83,1.4,245.32,1.97,1.17,0.16,0.14,68
R273,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.73,117.06,123.79,119.05,119.09,119.15,119.14,117.14,120.61,129.91,0.49,179.63,177.79,0.5,177.66,2.3,52.98,2.81,2.81,2.4,2.4,48.18,47.24,40.96,183.88,177.93,39.7,60.98,61.04,47.99,46.77,-0.04,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1505.97,1253.75,1279.94,1516.57,1516.57,21.87,57.31,64.97,11.36,11.36,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.73,693.06,51.05,1.73,700.73,3.37,0.07,0.04,0.03,1.34,58.34,52.7,-0.25,-0.01,-0.23,0.03,1747.61,115.01,274.73,256.49,22.12,1.41,233.31,2.29,0.69,0.35,0.25,68
R309,1.5,1.42,1.4,1.49,1.38,1.39,1.42,1.5,1.38,120.75,116.68,124.2,119.7,119.38,118.96,119.07,116.71,120.69,131.21,3.06,179.43,177.62,1.16,176.37,6.33,51.16,2.81,2.81,2.4,2.39,51.21,47.47,40.74,184.99,179.3,39.59,61.62,61.24,49.09,51.4,-0.06,-0.07,0.32,-0.83,-0.83,0.33,-0.07,-0.07,-0.08,-0.07,-0.26,-0.03,1569.33,1249.35,1249.35,1538.84,1538.84,24.47,75.3,75.3,17.27,17.27,8.48,3.09,5.68,5.23,1.35,3.89,4.92,1.35,3.98,8.48,3.09,5.68,795.33,813.49,47.35,1.89,752.98,4.47,0.06,0.04,0.03,1.34,32.42,68.05,-0.05,-0.43,-0.25,0.01,1723.1,49.74,262.83,248.27,24.63,1.38,226.28,3.84,1.1,0.25,0.23,68
R163,1.52,1.44,1.87,1.5,1.39,1.87,1.44,1.51,1.39,121.74,113.21,118.8,121.83,122.2,113.13,127.56,128.15,120.73,118.72,7.62,179.28,178.81,5.05,170.65,8.76,82.66,3.01,3.38,2.77,2.98,123,45.89,46.43,372.31,380.39,41.17,42.52,41.38,44.4,127.73,-0.12,-0.05,-0.32,0.88,0.89,-0.31,-0.02,-0.04,-0.05,-0.14,-0.25,-0.02,1132.49,1187.56,1178.26,1162.71,1187.56,5.12,1.27,5.2,7.93,1.27,8.04,1.53,5.24,7.12,2.38,5.84,7.12,2.38,5.84,8.04,1.53,5.24,793.7,878.9,10.65,1.79,834.94,2.63,0.06,0.03,0.03,1.33,61.66,47.91,-0.38,0,-0.31,-0.01,1738.29,229.01,150.24,125.17,46.99,1.24,129.12,10.36,3.09,1.18,0.88,69
R177,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.31,117.17,118.86,121.45,120.04,117.7,122.8,122.76,119.44,119.51,8.94,176.89,174.09,3.21,179.06,3.02,80.1,2.9,3.03,2.81,2.89,23.02,54.02,41.63,365.63,383.84,39.55,37.46,42.18,55.15,23.97,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.26,-0.25,-0.02,1228.68,1198.75,1189.53,3214.44,3224.42,0.71,2.02,2.05,2.59,12.72,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,599.12,662.49,0,1.63,622.69,2.78,0.09,0.06,0.06,1.34,37.31,75.68,-0.04,-0.45,-0.27,0.01,1747.27,29,184.65,172.85,0,1.23,144.22,0.9,1.89,1.06,0.7,69
R10,1.09,1.41,1.38,1.49,1.38,1.39,1.41,1.09,1.38,118.63,118.37,122.98,119.06,120,120.83,118.65,116.35,118.52,122.74,0.71,178.97,178.45,2.9,176.95,0.16,54.04,2.6,2.56,2.4,2.38,23.22,62.45,39.34,142.99,157.14,37.01,59.07,7.96,60.37,25.33,0.28,-0.28,0.3,-0.82,-0.84,0.32,-0.08,-0.08,-0.28,0.27,-0.25,-0.02,1524.52,1266.49,1242.94,3236.59,3232.51,102.59,406.49,96.26,1.87,2.33,2,1,1,4.15,1.35,6.69,8.63,1.35,5.16,2,1,1,402.6,419.38,22.63,1.49,487.29,2.84,0.22,0.11,0.09,1.34,53.58,79.9,0.03,-0.44,-0.29,0,1740.59,88.62,175.48,146.85,41.41,1.3,143.14,3.49,3.39,0.69,0.58,70
R307,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,18.28,-117.02,0.32,-0.47,-0.24,-0.02,1764.13,240.23,316.34,304.07,12.81,1.45,275.35,1.45,1.07,0.11,0.1,70
R308,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,18.58,-128.29,0.32,-0.46,-0.27,-0.03,1769.61,250.33,275.92,257.84,5.79,1.41,263.26,3.62,1.39,0.13,0.12,70
R310,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.46,123.09,119.73,119.58,118.6,119.25,117.59,121.38,126.33,1.04,173.84,171.62,0.21,178.73,0.52,53.76,2.85,2.84,2.41,2.4,43.03,49.83,42.7,184.43,185.64,42.32,59.68,60.7,51.17,43.09,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.76,1254.51,1254.51,1505.17,1505.17,30.82,285.17,285.17,27.94,27.94,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.41,616.41,49.72,1.75,772.48,8.41,0.06,0.03,0.03,1.28,18.16,-116.71,0.32,-0.47,-0.24,-0.02,1763.84,242.54,316.35,304.08,12.81,1.45,275.35,1.46,1.07,0.11,0.1,70
R41,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,15.94,-111.26,0.33,-0.49,-0.27,-0.05,1755.73,320.76,269.81,253.02,12.8,1.39,225.29,1.76,1.86,0.17,0.16,71
R71,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,18.7,-126.44,0.32,-0.46,-0.26,-0.03,1766.92,232.27,306.86,285.16,13.26,1.46,293.29,4.58,1.32,0.09,0.09,72
R82,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,16.51,-113.15,0.33,-0.48,-0.27,-0.02,1758.99,369.93,259.96,244.28,5.07,1.38,209.29,2.57,1.43,0.26,0.24,72
R311,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,19.02,-125.57,0.32,-0.46,-0.26,-0.02,1771.04,273.24,291.91,271.45,13.27,1.44,304.19,1.92,1.15,0.1,0.09,72
R313,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,19.14,-110.4,0.33,-0.48,-0.25,0,1760.39,320.95,301.19,280.28,20.22,1.45,255.32,5.06,1.75,0.12,0.11,72
R318,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.29,2.03,57.11,0.42,-0.68,-0.26,-0.02,1748.42,487.45,299.92,275.18,14.22,1.47,300.62,14.95,0.33,0.2,0.14,72
R319,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,17.82,-120.77,0.33,-0.47,-0.26,-0.01,1767.66,306.95,240.71,226.06,5.83,1.34,195.26,2.12,2,0.27,0.25,72
R7,1.09,1.41,1.41,1.49,1.38,1.38,1.41,1.09,1.38,118.34,116.89,122.54,119.34,118.84,119.29,120.53,118,118.56,122.71,0.16,177.5,176.27,0.83,178.84,0.44,52.98,2.57,2.59,2.38,2.39,23.17,61.47,35.4,144.56,163.01,37.7,59.06,60.05,62.34,23.29,0.28,-0.28,0.32,-0.84,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1522.16,1246.69,1276.42,3234.76,3229.96,80.81,140.03,193.47,2.8,2.64,2,1,1,5.98,1.54,3.76,5.86,1.35,3.87,2,1,1,329.34,337.38,22.35,1.41,346.32,3.19,0.27,0.23,0.14,1.34,53.58,79.9,0.03,-0.44,-0.29,0,1740.59,88.62,175.48,146.85,41.41,1.3,143.14,3.49,3.39,0.69,0.58,72.8
R216,1.09,1.41,1.37,1.49,1.38,1.36,1.42,1.09,1.38,118.88,119.57,121.85,118.62,120.57,126.06,118.57,112.88,117.47,121.04,0.38,179.65,176.76,3.69,177.86,0.69,71.8,2.63,5.03,2.41,2.32,23.59,63.01,28.04,213.44,214.34,35.71,66.41,61.13,62.22,24.47,0.26,-0.28,0.35,-0.8,-0.81,0.35,-0.1,-0.1,-0.27,0.26,-0.25,-0.01,1227.12,1306.47,1294.72,3224.79,3238.78,2.43,53.03,114.16,8.21,3.13,2,1,1,7.48,1.52,6.53,7.48,1.52,6.53,2,1,1,641.21,682.86,7.56,1.71,654.69,1.43,0.08,0.06,0.05,1.33,86.86,47.29,-0.47,0.05,-0.29,0.02,1753.9,139.7,172.01,145.99,44.2,1.28,143.14,6.34,2.04,1.01,0.92,73.2
R73,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,119.23,120.33,121.33,119.27,119.84,119.6,118.23,118.73,118.35,121.66,4.16,179.73,178.62,2.86,179.7,1.24,99.41,2.65,2.6,2.42,2.4,23.27,62.51,30.72,219.03,223.25,27.83,56.86,58.49,52.81,23.5,0.27,-0.3,0.34,-0.81,-0.81,0.34,-0.07,-0.08,-0.08,0.27,-0.25,-0.01,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,5.64,1.35,5.5,5.64,1.35,5.5,2,1,1,534.62,545.48,10.81,1.66,514.59,2.39,0.12,0.1,0.09,1.35,49.31,58.28,-0.18,0.04,-0.27,-0.03,1745.18,183.77,249.99,229.41,44.78,1.38,219.24,2.13,0.91,0.33,0.26,74
R234,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,18.09,-119.42,0.32,-0.47,-0.26,-0.02,1762.12,337.66,351.22,336.73,13.28,1.5,301.39,3.33,1.3,0.07,0.07,74
R259,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.96,117.08,123.7,119.14,119.13,119.12,119.2,117.17,120.62,130.11,0.2,179,177.12,0.55,177.47,2.41,53.06,2.82,2.81,2.4,2.4,48.04,47.18,40.9,183.64,177.77,39.67,60.95,61,47.94,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.3,1280.59,1280.59,1516.66,1516.66,23.09,59.89,59.89,10.84,10.84,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.4,693.02,50.88,1.73,700.73,3.35,0.07,0.04,0.03,1.34,58.58,52.68,-0.25,-0.01,-0.23,0.03,1748.02,113.42,274.76,256.48,22.09,1.41,233.31,2.23,0.69,0.35,0.25,74
R299,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,38.67,81.61,0.14,-0.46,-0.27,0,1737.99,82.51,229.7,208.66,32.42,1.35,191.23,2.58,0.92,0.52,0.4,74
R312,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.48,1.38,121.93,117.47,123.09,119.72,119.58,118.61,119.25,117.59,121.38,126.3,1.05,173.83,171.62,0.2,178.73,0.54,53.75,2.85,2.84,2.41,2.4,43.04,49.8,42.68,184.33,185.61,42.3,59.67,60.7,51.16,43.08,-0.04,-0.08,0.33,-0.83,-0.83,0.33,-0.06,-0.07,-0.08,-0.04,-0.27,-0.04,1567.85,1227.36,1238.23,1505.24,1505.24,30.37,20.67,68.24,27.67,27.67,6.96,2.28,4.9,5.23,1.35,3.89,4.92,1.35,3.98,6.96,2.28,4.9,614.42,616.41,49.73,1.75,772.48,8.36,0.06,0.03,0.03,1.28,18.04,-118.71,0.33,-0.47,-0.26,-0.01,1767.66,301.29,271.78,253.41,13.29,1.4,225.29,3.44,1.83,0.17,0.17,74
R317,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.3,1.29,67.92,0.42,-0.7,-0.27,-0.01,1730.66,388.51,311.76,288.06,20.07,1.48,296.2,15.3,0.31,0.19,0.13,74
R172,1.4,1.43,1.86,1.5,1.4,1.86,1.42,1.4,1.39,118.72,115.59,116.88,121.5,120.04,115.86,126.92,127.06,120.88,117.03,0.95,172.66,169.26,0.31,171.34,6.12,76.2,2.94,3.27,2.79,2.94,90.73,35.54,46.14,375.83,389.03,45.16,37.47,40.28,32.59,71.7,-0.56,0.29,-0.35,0.9,0.91,-0.36,-0.01,-0.03,0.3,-0.56,-0.25,-0.03,1095.76,1171.49,1164.96,1236.8,1257.87,6.03,320.99,144.9,204.5,131.21,6.23,1.69,4.25,7.12,2.38,5.84,7.12,2.38,5.84,6.23,1.69,4.25,782.75,861.63,33.9,1.79,822.92,4.19,0.06,0.04,0.04,1.34,45.2,58.82,-0.16,0.03,-0.28,-0.03,1738.46,515.55,250.21,229.24,45.26,1.38,219.24,2.52,0.93,0.33,0.27,74.7
R179,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.25,116.69,124.35,120.56,120.86,118.68,118.77,116.82,121.3,125.99,6.99,167.89,169.07,2.4,168.33,6.93,55.55,3.05,3.06,2.4,2.4,401.91,54.13,35.71,172.72,171.5,33.26,62.02,62.41,55.54,403.72,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.8,1272.18,1272.18,786.91,786.91,65.57,128.32,128.32,37.77,37.77,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.6,886.42,42.16,1.85,865.09,4.21,0.06,0.03,0.03,1.34,34.31,63.46,-0.06,-0.42,-0.25,-0.01,1702.7,38.86,395.63,386.84,11.5,1.54,348.52,3.17,0.29,0.14,0.12,75
R256,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,58.57,52.68,-0.25,-0.01,-0.23,0.03,1748,113.71,274.76,256.48,22.09,1.41,233.31,2.24,0.69,0.35,0.25,75
R291,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.31,117.17,118.86,121.45,120.04,117.7,122.8,122.76,119.44,119.51,8.94,176.89,174.09,3.21,179.06,3.02,80.1,2.9,3.03,2.81,2.89,23.02,54.02,41.63,365.63,383.84,39.55,37.46,42.18,55.15,23.97,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.26,-0.25,-0.02,1228.68,1198.75,1189.53,3214.44,3224.42,0.71,2.02,2.05,2.59,12.72,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,599.12,662.49,0,1.63,622.69,2.78,0.09,0.06,0.06,1.34,38.07,78.61,-0.03,-0.46,-0.25,0.02,1745.95,40.28,214.1,199.76,6.95,1.3,174.24,1.11,1.81,0.5,0.4,75
R13,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.29,2.84,66.48,0.42,-0.68,-0.26,-0.01,1738.3,524.43,277.7,256.73,22.36,1.42,247.72,14.19,0.61,0.28,0.22,76
