Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R47,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,7.96,-96.58,0.35,-0.48,-0.29,-0.06,1753.11,407.84,302.41,288.97,9.85,1.43,253.34,3.41,0.64,0.24,0.2,97
R49,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,6.14,-104.48,0.28,-0.63,-0.27,-0.01,1745.26,163.29,306.81,296.45,37.6,1.43,273.33,2.59,0.89,0.12,0.12,97
R50,1.49,1.43,1.38,1.49,1.38,1.37,1.43,1.49,1.38,121.56,119.48,121.56,120.98,120.03,122.67,118.96,116.11,121.97,121.14,3.49,176.17,175.1,8.46,177.17,5.91,73.91,2.89,2.83,2.43,2.38,44.48,43.48,30.97,228.77,227.93,36.38,59.86,58.22,44.65,44.08,-0.06,-0.08,0.36,-0.81,-0.81,0.36,-0.09,-0.08,-0.07,-0.05,-0.25,-0.02,1050.05,1269.46,1269.46,1211.73,1211.73,61.95,241.46,241.46,98.16,98.16,6.33,1.62,4.37,7.48,1.52,6.53,7.48,1.52,6.53,6.33,1.62,4.37,823.83,917.16,6.67,1.8,862.99,1.12,0.05,0.04,0.03,1.35,83.83,31.57,-0.41,0.24,-0.28,-0.03,1700.12,767.73,265.6,242.51,42.25,1.41,253.69,1.3,0.77,0.2,0.17,97
R51,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.52,117.94,122.49,118.43,118.56,120.05,119.55,117.94,118.36,122.34,0.22,178.66,178.87,0.51,178.71,0.63,52.79,2.59,2.58,2.39,2.39,23.34,62.04,35.74,141.47,172.69,34.82,59.31,58.56,61.09,23.28,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.26,1384.46,1384.46,3232.51,3223.89,97.91,163.72,163.72,6.73,5.36,2,1,1,9.98,2.57,3.87,5.29,1.35,9.75,2,1,1,434.28,449.7,15.51,1.53,447.47,2.21,0.23,0.08,0.07,1.33,51.89,50.27,-0.36,-0.16,-0.32,0,1752.73,50.1,191.24,161.83,39.33,1.33,158.15,3.83,2.56,0.51,0.44,97
R54,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,12.43,-96.44,0.34,-0.49,-0.27,-0.02,1762.32,357.27,314.58,303.88,10.76,1.44,275.35,3.22,0.79,0.14,0.13,97
R57,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.25,116.69,124.35,120.56,120.86,118.68,118.77,116.82,121.3,125.99,6.99,167.89,169.07,2.4,168.33,6.93,55.55,3.05,3.06,2.4,2.4,401.91,54.13,35.71,172.72,171.5,33.26,62.02,62.41,55.54,403.72,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.8,1272.18,1272.18,786.91,786.91,65.57,128.32,128.32,37.77,37.77,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.6,886.42,42.16,1.85,865.09,4.21,0.06,0.03,0.03,1.34,31.04,66.09,-0.05,-0.43,-0.25,0,1713.35,49.93,345.46,333.91,20.87,1.48,312.44,2.17,0.41,0.19,0.16,97
R78,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.25,116.69,124.35,120.56,120.86,118.68,118.77,116.82,121.3,125.99,6.99,167.89,169.07,2.4,168.33,6.93,55.55,3.05,3.06,2.4,2.4,401.91,54.13,35.71,172.72,171.5,33.26,62.02,62.41,55.54,403.72,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.8,1272.18,1272.18,786.91,786.91,65.57,128.32,128.32,37.77,37.77,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.6,886.42,42.16,1.85,865.09,4.21,0.06,0.03,0.03,1.34,37.39,66.75,-0.05,-0.42,-0.25,0.01,1726.81,56.68,360.62,341.21,12.12,1.53,316.45,5,0.38,0.15,0.12,97
R96,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,13.17,-106.1,0.34,-0.48,-0.28,-0.06,1766.18,320.05,303.02,284.41,10.69,1.45,293.29,5.53,0.88,0.11,0.11,97
R105,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,13.76,-100.38,0.34,-0.48,-0.28,-0.06,1762.89,361.39,283.35,266.23,10.71,1.42,259.74,4.77,1.04,0.15,0.14,97
R128,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.47,117.77,122.55,118.5,118.63,120.18,119.65,117.77,118.3,122.3,0.64,178.79,178.7,0.71,178.28,0.65,52.59,2.59,2.58,2.39,2.39,23.35,62.15,35.66,140.62,171.02,34.78,59.36,58.71,60.88,23.38,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1523.48,1386.47,1386.47,3224.64,3230.77,95.25,157.78,157.78,5.26,8.49,2,1,1,6.57,1.35,3.87,4.58,1.35,5.49,2,1,1,354.56,360.63,15.63,1.45,359.37,2.33,0.26,0.2,0.13,1.34,80.04,53.6,-0.44,0.03,-0.29,0,1743.25,89.92,175.49,146.86,41.4,1.3,143.14,3.51,3.38,0.69,0.58,97
R129,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,12.71,-97.83,0.34,-0.49,-0.28,-0.06,1761.83,386.17,267.79,252.64,10.76,1.39,225.29,3.38,1.08,0.25,0.22,97
R145,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.39,117.82,122.55,118.62,119.08,120.68,119.62,117.82,118.14,122.13,0.06,178.8,178.33,0.62,177.55,0.22,52.28,2.59,2.57,2.39,2.38,23.34,62.07,35.57,146.05,167.21,33.81,60.05,58.99,60.5,23.25,0.27,-0.28,0.32,-0.83,-0.83,0.33,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.67,1252.37,1252.37,3235.76,3237.19,99.89,154.52,154.52,4.27,4.58,2,1,1,8.84,1.47,3.89,4.93,1.35,7.63,2,1,1,408.26,420.03,15.68,1.51,413.46,2.65,0.24,0.11,0.09,1.34,80.04,53.6,-0.44,0.03,-0.29,0,1743.25,89.92,175.49,146.86,41.4,1.3,143.14,3.51,3.38,0.69,0.58,97
R159,1.49,1.42,1.38,1.49,1.38,1.36,1.44,1.49,1.38,119.58,118.14,122.04,120.98,121.32,125.25,119.8,113.57,121.69,121.16,1.82,179.47,176.37,7.47,172.66,8.72,87.39,2.81,2.77,2.4,2.34,42.79,43.83,28.24,232.39,216.5,36.14,64.88,58.44,49.36,44.31,-0.06,-0.08,0.36,-0.82,-0.81,0.38,-0.1,-0.08,-0.08,-0.07,-0.25,-0.01,1111.17,1238.61,1223.42,1277.43,1277.43,17.52,216.87,130.15,172.49,172.49,6.36,1.5,3.15,8.55,1.35,7.91,8.55,1.35,7.91,6.36,1.5,3.15,905.16,990.94,7.36,1.88,919.1,1.99,0.04,0.03,0.03,1.36,84.48,30.2,-0.41,0.25,-0.28,-0.03,1698.97,667.01,250.02,228.92,42.25,1.38,219.24,3.83,0.81,0.35,0.26,97
R204,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.35,57.04,62.91,-0.2,0.05,-0.27,-0.02,1751.43,44.03,251.68,229.55,41.26,1.39,219.24,2.78,0.77,0.35,0.26,97
R206,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,12.71,-97.84,0.34,-0.49,-0.26,-0.02,1761.77,386.14,267.79,252.64,10.76,1.39,225.29,3.38,1.08,0.25,0.22,97
R207,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.5,117.86,122.5,118.55,118.62,120.11,119.62,117.86,118.34,122.34,0.3,178.66,178.73,0.87,178.3,0.59,52.85,2.59,2.58,2.39,2.39,23.32,62.09,35.87,141.95,172.27,34.95,59.14,58.58,60.9,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.07,1384.71,1384.71,3228.01,3224.58,102.04,176.82,176.82,7.88,3.18,2,1,1,11.65,2.09,5.32,4.58,1.35,11.78,2,1,1,466.57,480.84,17.67,1.57,476.52,1.18,0.21,0.06,0.05,1.35,57.04,62.91,-0.2,0.05,-0.27,-0.02,1751.43,44.03,251.68,229.55,41.26,1.39,219.24,2.78,0.77,0.35,0.26,97
R283,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,16.74,-119.74,0.33,-0.47,-0.26,-0.05,1766.12,330.39,265.96,247.45,44.45,1.4,240.26,7.8,0.94,0.19,0.17,97
R290,1.08,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.61,117.19,122.28,119.74,119.06,119,120.48,118.03,118.48,122.92,1.27,176.12,175.41,0.13,178.27,1.04,53.33,2.58,2.59,2.38,2.4,22.98,59.54,33.86,155.57,167.37,37.27,56.33,58.48,62.94,23.54,0.26,-0.27,0.34,-0.83,-0.83,0.31,-0.07,-0.08,-0.28,0.27,-0.24,-0.02,1525.11,1255.47,1280.94,3232.38,3231.97,57.18,94.63,162.07,6.55,2.86,2,1,1,11.99,3.24,8.27,7.04,1.35,10.3,2,1,1,682.39,764.67,13.03,1.69,745.8,1.54,0.09,0.04,0.04,1.31,23.18,-90.11,0.25,-0.48,-0.26,0.04,1663.45,25.31,177.03,162.32,7.03,1.23,143.19,2.17,2.8,0.86,0.66,97
R346,1.49,1.43,1.38,1.49,1.38,1.37,1.43,1.49,1.38,121.56,119.48,121.56,120.98,120.03,122.67,118.96,116.11,121.97,121.14,3.49,176.17,175.1,8.46,177.17,5.91,73.91,2.89,2.83,2.43,2.38,44.48,43.48,30.97,228.77,227.93,36.38,59.86,58.22,44.65,44.08,-0.06,-0.08,0.36,-0.81,-0.81,0.36,-0.09,-0.08,-0.07,-0.05,-0.25,-0.02,1050.05,1269.46,1269.46,1211.73,1211.73,61.95,241.46,241.46,98.16,98.16,6.33,1.62,4.37,7.48,1.52,6.53,7.48,1.52,6.53,6.33,1.62,4.37,823.83,917.16,6.67,1.8,862.99,1.12,0.05,0.04,0.03,1.35,83.79,31.66,-0.41,0.24,-0.28,-0.03,1702.53,745.09,270.57,247.26,42.25,1.42,298.14,0.97,0.77,0.14,0.12,97
R229,1.49,1.43,1.38,1.49,1.38,1.36,1.44,1.49,1.38,120.02,118.38,121.94,120.1,120.23,123.64,119.54,114.79,122.14,121.49,6.16,178.26,175.58,5.46,173.14,9.92,79.75,2.83,2.81,2.41,2.36,43.03,42.76,29.13,235.07,222.47,35.5,62.22,57.72,48.74,44,-0.06,-0.08,0.37,-0.81,-0.81,0.37,-0.1,-0.08,-0.07,-0.06,-0.25,-0.01,1113.68,1285,1285,1337.08,1337.08,3.74,98.12,98.12,17.66,17.66,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,762.46,845.38,6.56,1.76,806.88,1.18,0.06,0.04,0.04,1.35,50.16,58.86,-0.18,0.04,-0.26,-0.04,1748.05,123.24,296.5,280.71,44.48,1.43,269.3,1.87,0.73,0.18,0.15,97.3
R2,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.37,117.01,122.63,119.16,118.76,119.34,120.33,117.97,118.51,122.68,1.19,177.2,177.13,0.37,178.8,0.17,52.97,2.57,2.59,2.38,2.39,23.24,61.75,35.45,139.68,159.85,37.25,58.77,0.12,62.2,23.31,0.28,-0.28,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1523.44,1251.73,1279.56,3232.85,3229.84,89.89,130.68,163.93,1.46,2.7,2,1,1,4.86,1.35,5.88,4.31,1.35,6.33,2,1,1,367.38,374.12,21.11,1.46,374.38,3.27,0.25,0.18,0.12,1.33,49.8,52.44,-0.15,-0.36,-0.33,0,1749.08,25.91,191.37,161.86,39.51,1.33,158.15,1.4,3.49,0.46,0.42,97.6
R33,1.08,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.46,116.74,122.8,119.48,119.08,119.36,120.45,117.82,118.56,122.82,1.32,179.79,177.11,0.8,178.78,0.34,52.66,2.57,2.59,2.38,2.39,23.16,59.05,35.12,144.09,156.18,37.55,58.86,0.98,62.27,23.35,0.28,-0.27,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1522.23,1243.26,1274.86,3245.64,3233.37,79.81,140.52,225.73,0.71,4.04,2,1,1,7.6,1.61,6.98,5.93,1.35,7.23,2,1,1,430.13,450.17,40.44,1.51,474.45,5.03,0.2,0.1,0.08,1.33,49.8,52.44,-0.15,-0.36,-0.33,0,1749.08,25.91,191.37,161.86,39.51,1.33,158.15,1.4,3.49,0.46,0.42,97.8
R48,1.52,1.44,1.86,1.5,1.39,1.88,1.44,1.51,1.39,122.81,112.93,119.22,122.97,121.81,113.64,127.85,127.36,120.3,118.99,2.73,177.27,177.42,1.75,176.13,4.75,95.28,3.02,3.35,2.77,2.98,147.7,36.26,52.07,378.5,383.02,43.92,38.83,35.7,39.64,159.45,-0.47,-0.02,-0.33,0.89,0.88,-0.31,-0.01,-0.02,-0.02,-0.5,-0.25,-0.02,1312.3,1187.33,1187.33,1162.41,1187.33,1.35,1.77,1.77,5.24,1.76,8.42,1.58,4.96,7.12,2.38,5.84,7.12,2.38,5.84,8.42,1.58,4.96,811.31,897.83,0,1.8,830.99,3.9,0.05,0.03,0.03,1.33,80.81,50.47,-0.44,0.03,-0.3,0.01,1741.77,389.88,173.2,146,44.92,1.29,143.14,8.49,2.06,1,0.92,98
R89,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.25,116.69,124.35,120.56,120.86,118.68,118.77,116.82,121.3,125.99,6.99,167.89,169.07,2.4,168.33,6.93,55.55,3.05,3.06,2.4,2.4,401.91,54.13,35.71,172.72,171.5,33.26,62.02,62.41,55.54,403.72,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.8,1272.18,1272.18,786.91,786.91,65.57,128.32,128.32,37.77,37.77,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.6,886.42,42.16,1.85,865.09,4.21,0.06,0.03,0.03,1.34,31.47,66.75,-0.05,-0.43,-0.26,0,1711.29,36.6,433.79,420.26,10.61,1.6,374.56,1.93,0.38,0.08,0.07,98
R90,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.5,117.86,122.5,118.55,118.62,120.11,119.62,117.86,118.34,122.34,0.3,178.66,178.73,0.87,178.3,0.59,52.85,2.59,2.58,2.39,2.39,23.32,62.09,35.87,141.95,172.27,34.95,59.14,58.58,60.9,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.07,1384.71,1384.71,3228.01,3224.58,102.04,176.82,176.82,7.88,3.18,2,1,1,11.65,2.09,5.32,4.58,1.35,11.78,2,1,1,466.57,480.84,17.67,1.57,476.52,1.18,0.21,0.06,0.05,1.34,60.87,46.82,-0.23,0.14,-0.26,0.01,1755.29,52.32,242.74,219.07,23.25,1.38,189.26,4.78,0.86,0.51,0.36,98
R137,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.25,116.69,124.35,120.56,120.86,118.68,118.77,116.82,121.3,125.99,6.99,167.89,169.07,2.4,168.33,6.93,55.55,3.05,3.06,2.4,2.4,401.91,54.13,35.71,172.72,171.5,33.26,62.02,62.41,55.54,403.72,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.8,1272.18,1272.18,786.91,786.91,65.57,128.32,128.32,37.77,37.77,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,825.6,886.42,42.16,1.85,865.09,4.21,0.06,0.03,0.03,1.34,32.42,68.05,-0.05,-0.43,-0.25,0.01,1723.1,49.74,262.83,248.27,24.63,1.38,226.28,3.84,1.1,0.25,0.23,98
R141,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.28,6.36,-103.11,0.28,-0.63,-0.27,0,1745.68,163.83,247.11,231.35,37.59,1.36,211.26,2.71,1.1,0.31,0.27,98
R143,1.49,1.43,1.38,1.49,1.38,1.36,1.44,1.49,1.38,121.25,118.6,121.83,119.96,121.07,125.62,119.55,113.26,121.73,121.11,1.43,176.93,172.83,2.54,177.01,4.17,88.65,2.86,2.76,2.41,2.34,44.99,44.86,28.77,223.65,212.38,36.62,66.27,57.61,49.82,44.5,-0.07,-0.08,0.36,-0.82,-0.81,0.38,-0.11,-0.08,-0.08,-0.07,-0.25,-0.02,1113.52,1280.28,1280.28,1273.42,1273.42,26.17,160.08,160.08,112.86,112.86,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,764.9,846.92,7.28,1.77,806.88,1.55,0.05,0.04,0.04,1.36,84.48,30.2,-0.41,0.25,-0.28,-0.03,1698.97,667.01,250.02,228.92,42.25,1.38,219.24,3.83,0.81,0.35,0.26,98
R148,1.89,1.42,1.39,1.49,1.38,1.39,1.42,1.89,1.38,121.47,116.67,124.23,120.61,120.76,118.79,118.9,116.84,121.35,126.32,5.21,169.6,169.69,2.54,168.55,6.88,55.11,3.06,3.06,2.39,2.39,400.09,53.2,35.15,172.22,168.95,32.68,61.85,62.51,55.18,402.59,1.89,-0.55,0.34,-0.83,-0.83,0.34,-0.08,-0.08,-0.55,1.89,-0.26,-0.02,1500.07,1277.65,1277.65,787.23,787.23,52.93,94.94,94.94,28.57,28.57,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,822.06,885.7,40.55,1.84,865.09,3.54,0.06,0.03,0.03,1.27,6.79,-109.68,0.28,-0.62,-0.27,-0.03,1749.58,143.87,279.78,261.04,57.45,1.42,255.27,3.93,0.92,0.16,0.15,98
R149,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.48,117.73,122.55,118.43,118.64,120.11,119.69,117.73,118.34,122.4,0.61,178.71,178.42,0.45,178.42,0.82,52.55,2.59,2.58,2.39,2.39,23.33,62.15,35.73,141.85,170.07,34.82,59.34,58.8,60.99,23.32,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1524.66,1385.09,1385.09,3224.15,3227.2,96.85,174.22,174.22,4.58,3.67,2,1,1,7.74,2.01,3.86,4.57,1.35,6.83,2,1,1,384.37,393.64,23.33,1.48,401.4,1.02,0.24,0.13,0.1,1.35,57.04,62.91,-0.2,0.05,-0.27,-0.02,1751.43,44.03,251.68,229.55,41.26,1.39,219.24,2.78,0.77,0.35,0.26,98
R160,1.49,1.43,1.38,1.49,1.38,1.37,1.43,1.49,1.38,121.56,119.48,121.56,120.98,120.03,122.67,118.96,116.11,121.97,121.14,3.49,176.17,175.1,8.46,177.17,5.91,73.91,2.89,2.83,2.43,2.38,44.48,43.48,30.97,228.77,227.93,36.38,59.86,58.22,44.65,44.08,-0.06,-0.08,0.36,-0.81,-0.81,0.36,-0.09,-0.08,-0.07,-0.05,-0.25,-0.02,1050.05,1269.46,1269.46,1211.73,1211.73,61.95,241.46,241.46,98.16,98.16,6.33,1.62,4.37,7.48,1.52,6.53,7.48,1.52,6.53,6.33,1.62,4.37,823.83,917.16,6.67,1.8,862.99,1.12,0.05,0.04,0.03,1.36,84.33,30,-0.41,0.25,-0.28,-0.03,1698.45,654.27,270.73,247.39,41.83,1.42,233.27,3.69,0.78,0.28,0.22,98
