ID,Spectral_Integral,CN_IP,CN_EA,NN_IP,NN_EA,CN_HOMO,CN_LUMO,NN_HOMO,NN_LUMO,lCN_C_mull,lCN_N_mull,lNN_N1_mull,lNN_N2_mull
CN71_NN16,424188.4458,8.1331,0.7482,8.3286,0.767,-3.7864,-3.3273,-3.5813,-3.4765,-0.04125,-0.33406,-0.31049,-0.31056
CN71_NN2,378380.5433,8.1331,0.7482,8.3959,0.5129,-3.7864,-3.3273,-3.5558,-3.4929,-0.04125,-0.33406,-0.31246,-0.313
CN71_NN21,15258.57159,8.1331,0.7482,7.8492,1.5286,-3.7864,-3.3273,-4.655,-4.0396,-0.04125,-0.33406,-0.31417,-0.31568
CN71_NN26,560147.7201,8.1331,0.7482,8.1436,0.7923,-3.7864,-3.3273,-3.6579,-3.5401,-0.04125,-0.33406,-0.30979,-0.30847
CN71_NN27,404296.5853,8.1331,0.7482,8.1008,1.1642,-3.7864,-3.3273,-4.1943,-4.0623,-0.04125,-0.33406,-0.29912,-0.29912
CN71_NN33,1006219.549,8.1331,0.7482,8.1078,0.8006,-3.7864,-3.3273,-3.7366,-3.6003,-0.04125,-0.33406,-0.30808,-0.30812
CN71_NN34,965812.5314,8.1331,0.7482,8.086,0.7446,-3.7864,-3.3273,-3.6716,-3.6051,-0.04125,-0.33406,-0.30053,-0.30049
CN71_NN4,18313.57899,8.1331,0.7482,8.3098,0.4975,-3.7864,-3.3273,-3.4238,-3.3076,-0.04125,-0.33406,-0.30517,-0.30524
CN71_NN40,2143676.625,8.1331,0.7482,4.0661,-3.8674,-3.7864,-3.3273,1.1956,1.222,-0.04125,-0.33406,-0.36915,-0.33841
CN71_NN47,816941.0509,8.1331,0.7482,8.1354,0.7699,-3.7864,-3.3273,-3.8641,-3.75,-0.04125,-0.33406,-0.30405,-0.30405
CN71_NN5,305820.1998,8.1331,0.7482,7.9994,1.1548,-3.7864,-3.3273,-4.4335,-4.1976,-0.04125,-0.33406,-0.30736,-0.30881
CN71_NN6,365019.2591,8.1331,0.7482,8.3099,0.6692,-3.7864,-3.3273,-3.7979,-3.7104,-0.04125,-0.33406,-0.31137,-0.31163
CN71_NN7,9752.569108,8.1331,0.7482,9.252,1.4466,-3.7864,-3.3273,-4.3783,-4.279,-0.04125,-0.33406,-0.2966,-0.29661
CN71_NN8,235648.5791,8.1331,0.7482,8.289,0.5705,-3.7864,-3.3273,-3.751,-3.7174,-0.04125,-0.33406,-0.30854,-0.3085
CN72_NN14,11185.28165,7.9912,0.6587,8.8802,2.4807,-3.7362,-3.3359,-5.0957,-4.2565,-0.04303,-0.33132,-0.27783,-0.27787
CN72_NN16,793716.4501,7.9912,0.6587,8.3286,0.767,-3.7362,-3.3359,-3.5813,-3.4765,-0.04303,-0.33132,-0.31049,-0.31056
CN72_NN2,727442.2227,7.9912,0.6587,8.3959,0.5129,-3.7362,-3.3359,-3.5558,-3.4929,-0.04303,-0.33132,-0.31246,-0.313
CN72_NN20,677072.9154,7.9912,0.6587,7.981,0.8474,-3.7362,-3.3359,-3.947,-3.8515,-0.04303,-0.33132,-0.30166,-0.30171
CN72_NN21,10294.27916,7.9912,0.6587,7.8492,1.5286,-3.7362,-3.3359,-4.655,-4.0396,-0.04303,-0.33132,-0.31417,-0.31568
CN72_NN24,1253492.51,7.9912,0.6587,7.6441,1.3633,-3.7362,-3.3359,-4.6219,-4.4411,-0.04303,-0.33132,-0.29522,-0.29521
CN72_NN26,1111588.646,7.9912,0.6587,8.1436,0.7923,-3.7362,-3.3359,-3.6579,-3.5401,-0.04303,-0.33132,-0.30979,-0.30847
CN72_NN27,890032.0973,7.9912,0.6587,8.1008,1.1642,-3.7362,-3.3359,-4.1943,-4.0623,-0.04303,-0.33132,-0.29912,-0.29912
CN72_NN3,1115032.851,7.9912,0.6587,8.2182,0.4789,-3.7362,-3.3359,-3.5201,-3.4483,-0.04303,-0.33132,-0.31234,-0.31233
CN72_NN33,1517575.966,7.9912,0.6587,8.1078,0.8006,-3.7362,-3.3359,-3.7366,-3.6003,-0.04303,-0.33132,-0.30808,-0.30812
CN72_NN34,718048.9088,7.9912,0.6587,8.086,0.7446,-3.7362,-3.3359,-3.6716,-3.6051,-0.04303,-0.33132,-0.30053,-0.30049
CN72_NN37,8820.448033,7.9912,0.6587,8.4752,0.6759,-3.7362,-3.3359,-3.4072,-2.9272,-0.04303,-0.33132,-0.3177,-0.31788
CN72_NN4,20716.12432,7.9912,0.6587,8.3098,0.4975,-3.7362,-3.3359,-3.4238,-3.3076,-0.04303,-0.33132,-0.30517,-0.30524
CN72_NN40,1481282.726,7.9912,0.6587,4.0661,-3.8674,-3.7362,-3.3359,1.1956,1.222,-0.04303,-0.33132,-0.36915,-0.33841
CN72_NN41,1437195.087,7.9912,0.6587,4.9774,-2.0076,-3.7362,-3.3359,-0.853,-0.5321,-0.04303,-0.33132,-0.34304,-0.28755
CN72_NN47,1014488.816,7.9912,0.6587,8.1354,0.7699,-3.7362,-3.3359,-3.8641,-3.75,-0.04303,-0.33132,-0.30405,-0.30405
CN72_NN5,534896.2498,7.9912,0.6587,7.9994,1.1548,-3.7362,-3.3359,-4.4335,-4.1976,-0.04303,-0.33132,-0.30736,-0.30881
CN72_NN6,506619.942,7.9912,0.6587,8.3099,0.6692,-3.7362,-3.3359,-3.7979,-3.7104,-0.04303,-0.33132,-0.31137,-0.31163
CN72_NN7,8984.950818,7.9912,0.6587,9.252,1.4466,-3.7362,-3.3359,-4.3783,-4.279,-0.04303,-0.33132,-0.2966,-0.29661
CN72_NN8,556194.4616,7.9912,0.6587,8.289,0.5705,-3.7362,-3.3359,-3.751,-3.7174,-0.04303,-0.33132,-0.30854,-0.3085
CN73_NN14,12122.06591,8.3041,0.4333,8.8802,2.4807,-3.4383,-3.3492,-5.0957,-4.2565,-0.04802,-0.31828,-0.27783,-0.27787
CN73_NN16,364641.9314,8.3041,0.4333,8.3286,0.767,-3.4383,-3.3492,-3.5813,-3.4765,-0.04802,-0.31828,-0.31049,-0.31056
CN73_NN2,278800.3426,8.3041,0.4333,8.3959,0.5129,-3.4383,-3.3492,-3.5558,-3.4929,-0.04802,-0.31828,-0.31246,-0.313
CN73_NN20,618685.7246,8.3041,0.4333,7.981,0.8474,-3.4383,-3.3492,-3.947,-3.8515,-0.04802,-0.31828,-0.30166,-0.30171
CN73_NN27,314343.5045,8.3041,0.4333,8.1008,1.1642,-3.4383,-3.3492,-4.1943,-4.0623,-0.04802,-0.31828,-0.29912,-0.29912
CN73_NN33,875991.8505,8.3041,0.4333,8.1078,0.8006,-3.4383,-3.3492,-3.7366,-3.6003,-0.04802,-0.31828,-0.30808,-0.30812
CN73_NN37,11552.11183,8.3041,0.4333,8.4752,0.6759,-3.4383,-3.3492,-3.4072,-2.9272,-0.04802,-0.31828,-0.3177,-0.31788
CN73_NN4,15331.17215,8.3041,0.4333,8.3098,0.4975,-3.4383,-3.3492,-3.4238,-3.3076,-0.04802,-0.31828,-0.30517,-0.30524
CN73_NN40,1539757.864,8.3041,0.4333,4.0661,-3.8674,-3.4383,-3.3492,1.1956,1.222,-0.04802,-0.31828,-0.36915,-0.33841
CN73_NN41,1213175.387,8.3041,0.4333,4.9774,-2.0076,-3.4383,-3.3492,-0.853,-0.5321,-0.04802,-0.31828,-0.34304,-0.28755
CN73_NN43,314939.1553,8.3041,0.4333,8.0072,0.7224,-3.4383,-3.3492,-4.2325,-4.1748,-0.04802,-0.31828,-0.30467,-0.30466
CN73_NN47,711011.9933,8.3041,0.4333,8.1354,0.7699,-3.4383,-3.3492,-3.8641,-3.75,-0.04802,-0.31828,-0.30405,-0.30405
CN73_NN5,266428.5692,8.3041,0.4333,7.9994,1.1548,-3.4383,-3.3492,-4.4335,-4.1976,-0.04802,-0.31828,-0.30736,-0.30881
CN73_NN7,10589.65474,8.3041,0.4333,9.252,1.4466,-3.4383,-3.3492,-4.3783,-4.279,-0.04802,-0.31828,-0.2966,-0.29661
CN73_NN8,159662.0018,8.3041,0.4333,8.289,0.5705,-3.4383,-3.3492,-3.751,-3.7174,-0.04802,-0.31828,-0.30854,-0.3085
CN74_NN14,12345.03134,8.2243,0.8874,8.8802,2.4807,-3.9299,-3.4785,-5.0957,-4.2565,-0.03841,-0.33173,-0.27783,-0.27787
CN74_NN16,638073.1782,8.2243,0.8874,8.3286,0.767,-3.9299,-3.4785,-3.5813,-3.4765,-0.03841,-0.33173,-0.31049,-0.31056
CN74_NN2,468806.948,8.2243,0.8874,8.3959,0.5129,-3.9299,-3.4785,-3.5558,-3.4929,-0.03841,-0.33173,-0.31246,-0.313
CN74_NN21,17266.15623,8.2243,0.8874,7.8492,1.5286,-3.9299,-3.4785,-4.655,-4.0396,-0.03841,-0.33173,-0.31417,-0.31568
CN74_NN24,279298.7336,8.2243,0.8874,7.6441,1.3633,-3.9299,-3.4785,-4.6219,-4.4411,-0.03841,-0.33173,-0.29522,-0.29521
CN74_NN26,761297.1816,8.2243,0.8874,8.1436,0.7923,-3.9299,-3.4785,-3.6579,-3.5401,-0.03841,-0.33173,-0.30979,-0.30847
CN74_NN3,968983.7091,8.2243,0.8874,8.2182,0.4789,-3.9299,-3.4785,-3.5201,-3.4483,-0.03841,-0.33173,-0.31234,-0.31233
CN74_NN4,32609.66685,8.2243,0.8874,8.3098,0.4975,-3.9299,-3.4785,-3.4238,-3.3076,-0.03841,-0.33173,-0.30517,-0.30524
CN74_NN41,706115.1941,8.2243,0.8874,4.9774,-2.0076,-3.9299,-3.4785,-0.853,-0.5321,-0.03841,-0.33173,-0.34304,-0.28755
CN74_NN42,240671.1489,8.2243,0.8874,4.6889,-2.1237,-3.9299,-3.4785,-0.5179,0.0024,-0.03841,-0.33173,-0.33576,-0.28946
CN74_NN43,181350.8572,8.2243,0.8874,8.0072,0.7224,-3.9299,-3.4785,-4.2325,-4.1748,-0.03841,-0.33173,-0.30467,-0.30466
CN74_NN47,334055.0501,8.2243,0.8874,8.1354,0.7699,-3.9299,-3.4785,-3.8641,-3.75,-0.03841,-0.33173,-0.30405,-0.30405
CN74_NN6,416298.1079,8.2243,0.8874,8.3099,0.6692,-3.9299,-3.4785,-3.7979,-3.7104,-0.03841,-0.33173,-0.31137,-0.31163
CN74_NN7,9075.628093,8.2243,0.8874,9.252,1.4466,-3.9299,-3.4785,-4.3783,-4.279,-0.03841,-0.33173,-0.2966,-0.29661
CN74_NN8,329542.1818,8.2243,0.8874,8.289,0.5705,-3.9299,-3.4785,-3.751,-3.7174,-0.03841,-0.33173,-0.30854,-0.3085
CN75_NN14,10533.45073,8.1064,0.8441,8.8802,2.4807,-3.921,-3.4526,-5.0957,-4.2565,-0.0393,-0.32946,-0.27783,-0.27787
CN75_NN16,581642.5358,8.1064,0.8441,8.3286,0.767,-3.921,-3.4526,-3.5813,-3.4765,-0.0393,-0.32946,-0.31049,-0.31056
CN75_NN2,399524.6039,8.1064,0.8441,8.3959,0.5129,-3.921,-3.4526,-3.5558,-3.4929,-0.0393,-0.32946,-0.31246,-0.313
CN75_NN21,11857.57461,8.1064,0.8441,7.8492,1.5286,-3.921,-3.4526,-4.655,-4.0396,-0.0393,-0.32946,-0.31417,-0.31568
CN75_NN24,1066488.245,8.1064,0.8441,7.6441,1.3633,-3.921,-3.4526,-4.6219,-4.4411,-0.0393,-0.32946,-0.29522,-0.29521
CN75_NN26,682265.198,8.1064,0.8441,8.1436,0.7923,-3.921,-3.4526,-3.6579,-3.5401,-0.0393,-0.32946,-0.30979,-0.30847
CN75_NN27,470794.0181,8.1064,0.8441,8.1008,1.1642,-3.921,-3.4526,-4.1943,-4.0623,-0.0393,-0.32946,-0.29912,-0.29912
CN75_NN3,945505.5807,8.1064,0.8441,8.2182,0.4789,-3.921,-3.4526,-3.5201,-3.4483,-0.0393,-0.32946,-0.31234,-0.31233
CN75_NN33,1162037.465,8.1064,0.8441,8.1078,0.8006,-3.921,-3.4526,-3.7366,-3.6003,-0.0393,-0.32946,-0.30808,-0.30812
CN75_NN37,18195.51767,8.1064,0.8441,8.4752,0.6759,-3.921,-3.4526,-3.4072,-2.9272,-0.0393,-0.32946,-0.3177,-0.31788
CN75_NN4,25285.50177,8.1064,0.8441,8.3098,0.4975,-3.921,-3.4526,-3.4238,-3.3076,-0.0393,-0.32946,-0.30517,-0.30524
CN75_NN40,1630096.278,8.1064,0.8441,4.0661,-3.8674,-3.921,-3.4526,1.1956,1.222,-0.0393,-0.32946,-0.36915,-0.33841
CN75_NN41,1690653.91,8.1064,0.8441,4.9774,-2.0076,-3.921,-3.4526,-0.853,-0.5321,-0.0393,-0.32946,-0.34304,-0.28755
CN75_NN42,816236.9973,8.1064,0.8441,4.6889,-2.1237,-3.921,-3.4526,-0.5179,0.0024,-0.0393,-0.32946,-0.33576,-0.28946
CN75_NN43,628833.6869,8.1064,0.8441,8.0072,0.7224,-3.921,-3.4526,-4.2325,-4.1748,-0.0393,-0.32946,-0.30467,-0.30466
CN75_NN5,577308.5388,8.1064,0.8441,7.9994,1.1548,-3.921,-3.4526,-4.4335,-4.1976,-0.0393,-0.32946,-0.30736,-0.30881
CN75_NN6,416149.8552,8.1064,0.8441,8.3099,0.6692,-3.921,-3.4526,-3.7979,-3.7104,-0.0393,-0.32946,-0.31137,-0.31163
CN75_NN8,297711.382,8.1064,0.8441,8.289,0.5705,-3.921,-3.4526,-3.751,-3.7174,-0.0393,-0.32946,-0.30854,-0.3085
CN76_NN16,1039764.565,8.1913,0.6079,8.3286,0.767,-3.6378,-3.5233,-3.5813,-3.4765,-0.04702,-0.3163,-0.31049,-0.31056
CN76_NN20,378759.6574,8.1913,0.6079,7.981,0.8474,-3.6378,-3.5233,-3.947,-3.8515,-0.04702,-0.3163,-0.30166,-0.30171
CN76_NN21,16168.10145,8.1913,0.6079,7.8492,1.5286,-3.6378,-3.5233,-4.655,-4.0396,-0.04702,-0.3163,-0.31417,-0.31568
CN76_NN24,1583430.191,8.1913,0.6079,7.6441,1.3633,-3.6378,-3.5233,-4.6219,-4.4411,-0.04702,-0.3163,-0.29522,-0.29521
CN76_NN3,1087939.726,8.1913,0.6079,8.2182,0.4789,-3.6378,-3.5233,-3.5201,-3.4483,-0.04702,-0.3163,-0.31234,-0.31233
CN76_NN33,1834175.066,8.1913,0.6079,8.1078,0.8006,-3.6378,-3.5233,-3.7366,-3.6003,-0.04702,-0.3163,-0.30808,-0.30812
CN76_NN34,591511.9316,8.1913,0.6079,8.086,0.7446,-3.6378,-3.5233,-3.6716,-3.6051,-0.04702,-0.3163,-0.30053,-0.30049
CN76_NN37,4568.886304,8.1913,0.6079,8.4752,0.6759,-3.6378,-3.5233,-3.4072,-2.9272,-0.04702,-0.3163,-0.3177,-0.31788
CN76_NN4,24520.63496,8.1913,0.6079,8.3098,0.4975,-3.6378,-3.5233,-3.4238,-3.3076,-0.04702,-0.3163,-0.30517,-0.30524
CN76_NN41,1477454.887,8.1913,0.6079,4.9774,-2.0076,-3.6378,-3.5233,-0.853,-0.5321,-0.04702,-0.3163,-0.34304,-0.28755
CN76_NN42,523376.5792,8.1913,0.6079,4.6889,-2.1237,-3.6378,-3.5233,-0.5179,0.0024,-0.04702,-0.3163,-0.33576,-0.28946
CN76_NN43,660091.3088,8.1913,0.6079,8.0072,0.7224,-3.6378,-3.5233,-4.2325,-4.1748,-0.04702,-0.3163,-0.30467,-0.30466
CN76_NN5,493500.1431,8.1913,0.6079,7.9994,1.1548,-3.6378,-3.5233,-4.4335,-4.1976,-0.04702,-0.3163,-0.30736,-0.30881
CN76_NN7,5417.714919,8.1913,0.6079,9.252,1.4466,-3.6378,-3.5233,-4.3783,-4.279,-0.04702,-0.3163,-0.2966,-0.29661
CN76_NN8,695588.8871,8.1913,0.6079,8.289,0.5705,-3.6378,-3.5233,-3.751,-3.7174,-0.04702,-0.3163,-0.30854,-0.3085
CN77_NN1,563069.5968,8.1312,1.0024,8.5496,0.4248,-4.1066,-3.683,-3.1219,-2.5647,-0.03785,-0.32883,-0.32717,-0.32754
CN77_NN2,959747.2274,8.1312,1.0024,8.3959,0.5129,-4.1066,-3.683,-3.5558,-3.4929,-0.03785,-0.32883,-0.31246,-0.313
CN77_NN20,730795.7957,8.1312,1.0024,7.981,0.8474,-4.1066,-3.683,-3.947,-3.8515,-0.03785,-0.32883,-0.30166,-0.30171
CN77_NN24,1287082.995,8.1312,1.0024,7.6441,1.3633,-4.1066,-3.683,-4.6219,-4.4411,-0.03785,-0.32883,-0.29522,-0.29521
CN77_NN33,2251604.365,8.1312,1.0024,8.1078,0.8006,-4.1066,-3.683,-3.7366,-3.6003,-0.03785,-0.32883,-0.30808,-0.30812
CN77_NN37,12138.76675,8.1312,1.0024,8.4752,0.6759,-4.1066,-3.683,-3.4072,-2.9272,-0.03785,-0.32883,-0.3177,-0.31788
CN77_NN40,1231451.454,8.1312,1.0024,4.0661,-3.8674,-4.1066,-3.683,1.1956,1.222,-0.03785,-0.32883,-0.36915,-0.33841
CN77_NN41,1591369.059,8.1312,1.0024,4.9774,-2.0076,-4.1066,-3.683,-0.853,-0.5321,-0.03785,-0.32883,-0.34304,-0.28755
CN77_NN43,592675.3649,8.1312,1.0024,8.0072,0.7224,-4.1066,-3.683,-4.2325,-4.1748,-0.03785,-0.32883,-0.30467,-0.30466
CN77_NN5,619182.6429,8.1312,1.0024,7.9994,1.1548,-4.1066,-3.683,-4.4335,-4.1976,-0.03785,-0.32883,-0.30736,-0.30881
CN77_NN6,604599.5676,8.1312,1.0024,8.3099,0.6692,-4.1066,-3.683,-3.7979,-3.7104,-0.03785,-0.32883,-0.31137,-0.31163
CN77_NN7,8366.328189,8.1312,1.0024,9.252,1.4466,-4.1066,-3.683,-4.3783,-4.279,-0.03785,-0.32883,-0.2966,-0.29661
CN77_NN8,1035829.778,8.1312,1.0024,8.289,0.5705,-4.1066,-3.683,-3.751,-3.7174,-0.03785,-0.32883,-0.30854,-0.3085
CN78_NN1,579754.5474,8.0261,0.9625,8.5496,0.4248,-4.097,-3.6521,-3.1219,-2.5647,-0.03868,-0.32643,-0.32717,-0.32754
CN78_NN14,4496.037397,8.0261,0.9625,8.8802,2.4807,-4.097,-3.6521,-5.0957,-4.2565,-0.03868,-0.32643,-0.27783,-0.27787
CN78_NN16,1009867.467,8.0261,0.9625,8.3286,0.767,-4.097,-3.6521,-3.5813,-3.4765,-0.03868,-0.32643,-0.31049,-0.31056
CN78_NN2,848492.6472,8.0261,0.9625,8.3959,0.5129,-4.097,-3.6521,-3.5558,-3.4929,-0.03868,-0.32643,-0.31246,-0.313
CN78_NN21,15843.28213,8.0261,0.9625,7.8492,1.5286,-4.097,-3.6521,-4.655,-4.0396,-0.03868,-0.32643,-0.31417,-0.31568
CN78_NN24,1450565.392,8.0261,0.9625,7.6441,1.3633,-4.097,-3.6521,-4.6219,-4.4411,-0.03868,-0.32643,-0.29522,-0.29521
CN78_NN26,1297541.717,8.0261,0.9625,8.1436,0.7923,-4.097,-3.6521,-3.6579,-3.5401,-0.03868,-0.32643,-0.30979,-0.30847
CN78_NN27,1029803.126,8.0261,0.9625,8.1008,1.1642,-4.097,-3.6521,-4.1943,-4.0623,-0.03868,-0.32643,-0.29912,-0.29912
CN78_NN3,1182449.04,8.0261,0.9625,8.2182,0.4789,-4.097,-3.6521,-3.5201,-3.4483,-0.03868,-0.32643,-0.31234,-0.31233
CN78_NN33,1585938.26,8.0261,0.9625,8.1078,0.8006,-4.097,-3.6521,-3.7366,-3.6003,-0.03868,-0.32643,-0.30808,-0.30812
CN78_NN37,16122.39389,8.0261,0.9625,8.4752,0.6759,-4.097,-3.6521,-3.4072,-2.9272,-0.03868,-0.32643,-0.3177,-0.31788
CN78_NN4,16471.88581,8.0261,0.9625,8.3098,0.4975,-4.097,-3.6521,-3.4238,-3.3076,-0.03868,-0.32643,-0.30517,-0.30524
CN78_NN40,1493423.156,8.0261,0.9625,4.0661,-3.8674,-4.097,-3.6521,1.1956,1.222,-0.03868,-0.32643,-0.36915,-0.33841
CN78_NN41,1890881.406,8.0261,0.9625,4.9774,-2.0076,-4.097,-3.6521,-0.853,-0.5321,-0.03868,-0.32643,-0.34304,-0.28755
CN78_NN42,545874.9581,8.0261,0.9625,4.6889,-2.1237,-4.097,-3.6521,-0.5179,0.0024,-0.03868,-0.32643,-0.33576,-0.28946
CN78_NN43,651104.3593,8.0261,0.9625,8.0072,0.7224,-4.097,-3.6521,-4.2325,-4.1748,-0.03868,-0.32643,-0.30467,-0.30466
CN78_NN6,565128.4345,8.0261,0.9625,8.3099,0.6692,-4.097,-3.6521,-3.7979,-3.7104,-0.03868,-0.32643,-0.31137,-0.31163
CN78_NN7,3378.772814,8.0261,0.9625,9.252,1.4466,-4.097,-3.6521,-4.3783,-4.279,-0.03868,-0.32643,-0.2966,-0.29661
CN78_NN8,799831.9688,8.0261,0.9625,8.289,0.5705,-4.097,-3.6521,-3.751,-3.7174,-0.03868,-0.32643,-0.30854,-0.3085
CN79_NN16,1081763.25,8.0679,0.4584,8.3286,0.767,-3.4805,-3.3809,-3.5813,-3.4765,-0.04901,-0.31711,-0.31049,-0.31056
CN79_NN20,427413.6624,8.0679,0.4584,7.981,0.8474,-3.4805,-3.3809,-3.947,-3.8515,-0.04901,-0.31711,-0.30166,-0.30171
CN79_NN24,1557654.14,8.0679,0.4584,7.6441,1.3633,-3.4805,-3.3809,-4.6219,-4.4411,-0.04901,-0.31711,-0.29522,-0.29521
CN79_NN26,1441129.14,8.0679,0.4584,8.1436,0.7923,-3.4805,-3.3809,-3.6579,-3.5401,-0.04901,-0.31711,-0.30979,-0.30847
CN79_NN27,1140649.813,8.0679,0.4584,8.1008,1.1642,-3.4805,-3.3809,-4.1943,-4.0623,-0.04901,-0.31711,-0.29912,-0.29912
CN79_NN34,581430.5307,8.0679,0.4584,8.086,0.7446,-3.4805,-3.3809,-3.6716,-3.6051,-0.04901,-0.31711,-0.30053,-0.30049
CN79_NN37,12994.34417,8.0679,0.4584,8.4752,0.6759,-3.4805,-3.3809,-3.4072,-2.9272,-0.04901,-0.31711,-0.3177,-0.31788
CN79_NN4,22172.10646,8.0679,0.4584,8.3098,0.4975,-3.4805,-3.3809,-3.4238,-3.3076,-0.04901,-0.31711,-0.30517,-0.30524
CN79_NN40,1317585.199,8.0679,0.4584,4.0661,-3.8674,-3.4805,-3.3809,1.1956,1.222,-0.04901,-0.31711,-0.36915,-0.33841
CN79_NN41,1415697.271,8.0679,0.4584,4.9774,-2.0076,-3.4805,-3.3809,-0.853,-0.5321,-0.04901,-0.31711,-0.34304,-0.28755
CN79_NN42,429368.9652,8.0679,0.4584,4.6889,-2.1237,-3.4805,-3.3809,-0.5179,0.0024,-0.04901,-0.31711,-0.33576,-0.28946
CN79_NN43,622009.519,8.0679,0.4584,8.0072,0.7224,-3.4805,-3.3809,-4.2325,-4.1748,-0.04901,-0.31711,-0.30467,-0.30466
CN79_NN47,933453.6743,8.0679,0.4584,8.1354,0.7699,-3.4805,-3.3809,-3.8641,-3.75,-0.04901,-0.31711,-0.30405,-0.30405
CN79_NN6,521328.655,8.0679,0.4584,8.3099,0.6692,-3.4805,-3.3809,-3.7979,-3.7104,-0.04901,-0.31711,-0.31137,-0.31163
CN79_NN7,10327.894,8.0679,0.4584,9.252,1.4466,-3.4805,-3.3809,-4.3783,-4.279,-0.04901,-0.31711,-0.2966,-0.29661
CN79_NN8,690049.6878,8.0679,0.4584,8.289,0.5705,-3.4805,-3.3809,-3.751,-3.7174,-0.04901,-0.31711,-0.30854,-0.3085
CN80_NN14,16645.38653,8.0101,0.8851,8.8802,2.4807,-3.9649,-3.5384,-5.0957,-4.2565,-0.03975,-0.33045,-0.27783,-0.27787
CN80_NN2,932891.2171,8.0101,0.8851,8.3959,0.5129,-3.9649,-3.5384,-3.5558,-3.4929,-0.03975,-0.33045,-0.31246,-0.313
CN80_NN20,818793.4272,8.0101,0.8851,7.981,0.8474,-3.9649,-3.5384,-3.947,-3.8515,-0.03975,-0.33045,-0.30166,-0.30171
CN80_NN21,19972.05728,8.0101,0.8851,7.8492,1.5286,-3.9649,-3.5384,-4.655,-4.0396,-0.03975,-0.33045,-0.31417,-0.31568
CN80_NN24,1271474.128,8.0101,0.8851,7.6441,1.3633,-3.9649,-3.5384,-4.6219,-4.4411,-0.03975,-0.33045,-0.29522,-0.29521
CN80_NN3,1222216.627,8.0101,0.8851,8.2182,0.4789,-3.9649,-3.5384,-3.5201,-3.4483,-0.03975,-0.33045,-0.31234,-0.31233
CN80_NN33,2154489.857,8.0101,0.8851,8.1078,0.8006,-3.9649,-3.5384,-3.7366,-3.6003,-0.03975,-0.33045,-0.30808,-0.30812
CN80_NN4,39175.0301,8.0101,0.8851,8.3098,0.4975,-3.9649,-3.5384,-3.4238,-3.3076,-0.03975,-0.33045,-0.30517,-0.30524
CN80_NN40,1150340.358,8.0101,0.8851,4.0661,-3.8674,-3.9649,-3.5384,1.1956,1.222,-0.03975,-0.33045,-0.36915,-0.33841
CN80_NN41,1516746.01,8.0101,0.8851,4.9774,-2.0076,-3.9649,-3.5384,-0.853,-0.5321,-0.03975,-0.33045,-0.34304,-0.28755
CN80_NN42,363120.4135,8.0101,0.8851,4.6889,-2.1237,-3.9649,-3.5384,-0.5179,0.0024,-0.03975,-0.33045,-0.33576,-0.28946
CN80_NN43,547749.0499,8.0101,0.8851,8.0072,0.7224,-3.9649,-3.5384,-4.2325,-4.1748,-0.03975,-0.33045,-0.30467,-0.30466
CN80_NN5,613579.6538,8.0101,0.8851,7.9994,1.1548,-3.9649,-3.5384,-4.4335,-4.1976,-0.03975,-0.33045,-0.30736,-0.30881
CN80_NN6,656325.242,8.0101,0.8851,8.3099,0.6692,-3.9649,-3.5384,-3.7979,-3.7104,-0.03975,-0.33045,-0.31137,-0.31163
CN80_NN7,16171.70618,8.0101,0.8851,9.252,1.4466,-3.9649,-3.5384,-4.3783,-4.279,-0.03975,-0.33045,-0.2966,-0.29661
CN80_NN8,1193106.337,8.0101,0.8851,8.289,0.5705,-3.9649,-3.5384,-3.751,-3.7174,-0.03975,-0.33045,-0.30854,-0.3085
CN81_NN14,10823.13111,7.8877,0.8024,8.8802,2.4807,-3.9149,-3.4834,-5.0957,-4.2565,-0.04147,-0.32755,-0.27783,-0.27787
CN81_NN16,678624.8207,7.8877,0.8024,8.3286,0.767,-3.9149,-3.4834,-3.5813,-3.4765,-0.04147,-0.32755,-0.31049,-0.31056
CN81_NN21,9656.198475,7.8877,0.8024,7.8492,1.5286,-3.9149,-3.4834,-4.655,-4.0396,-0.04147,-0.32755,-0.31417,-0.31568
CN81_NN24,1279004.951,7.8877,0.8024,7.6441,1.3633,-3.9149,-3.4834,-4.6219,-4.4411,-0.04147,-0.32755,-0.29522,-0.29521
CN81_NN26,1112590.503,7.8877,0.8024,8.1436,0.7923,-3.9149,-3.4834,-3.6579,-3.5401,-0.04147,-0.32755,-0.30979,-0.30847
CN81_NN3,960400.0995,7.8877,0.8024,8.2182,0.4789,-3.9149,-3.4834,-3.5201,-3.4483,-0.04147,-0.32755,-0.31234,-0.31233
CN81_NN33,1346444.18,7.8877,0.8024,8.1078,0.8006,-3.9149,-3.4834,-3.7366,-3.6003,-0.04147,-0.32755,-0.30808,-0.30812
CN81_NN34,562366.0297,7.8877,0.8024,8.086,0.7446,-3.9149,-3.4834,-3.6716,-3.6051,-0.04147,-0.32755,-0.30053,-0.30049
CN81_NN37,5118.88802,7.8877,0.8024,8.4752,0.6759,-3.9149,-3.4834,-3.4072,-2.9272,-0.04147,-0.32755,-0.3177,-0.31788
CN81_NN40,1255026.397,7.8877,0.8024,4.0661,-3.8674,-3.9149,-3.4834,1.1956,1.222,-0.04147,-0.32755,-0.36915,-0.33841
